Account_Number,Zip Code,Total_Mortgage_Balances,Total_HE_Balances,Num_Trades_Past_Due,Num_HE_Trades,FICO_Score_Original,Loan Period,Origination_Date,Maturity_Date,LTV_Original,Lien_Position,Origination_DTI,m1_FICO_Score_Current,m1_Commitments,m1_Outstandings,m1_LTV_Current,m1_Day_Past_Due,m1_APR,m1_Deliqunecy,m2_FICO_Score_Current,m2_Commitments,m2_Outstandings,m2_LTV_Current,m2_Day_Past_Due,m2_APR,m2_Deliqunecy,m3_FICO_Score_Current,m3_Commitments,m3_Outstandings,m3_LTV_Current,m3_Day_Past_Due,m3_APR,m3_Deliqunecy,m4_FICO_Score_Current,m4_Commitments,m4_Outstandings,m4_LTV_Current,m4_Day_Past_Due,m4_APR,m4_Deliqunecy,m5_FICO_Score_Current,m5_Commitments,m5_Outstandings,m5_LTV_Current,m5_Day_Past_Due,m5_APR,m5_Deliqunecy,m6_FICO_Score_Current,m6_Commitments,m6_Outstandings,m6_LTV_Current,m6_Day_Past_Due,m6_APR,m6_Deliqunecy
3990,45342,0,34615,93,2,814,3659,4/19/2011,4/25/2021,0.545,0,0.419,747,20231.81,20657.74,0.234,0,0.0509,0,801,20495.16,20913.43,0.227,0,0.0513,0,739,21141.62,19910.06,0.231,0,0.0469,0,733,21146.41,19938.05,0.231,0,0.0469,0,764,19748.73,20143.7,0.222,0,0.0513,0,755,19552.69,20327.06,0.222,0,0.0513,0
3991,43613,0,48130,93,1,732,10973,4/20/2011,5/5/2041,0.838,1,0.403,770,47368.2,48306.19,0.891,0,0.0614,0,778,49111.85,45837.73,0.9,0,0.0639,0,778,44329.95,48996.26,0.927,0,0.0596,0,739,48926.83,46131.01,0.909,0,0.0626,0,739,44635.34,47924.26,0.938,0,0.0632,0,778,45020.13,44551.17,0.883,0,0.0608,0
3992,44857,0,48193,93,2,804,5510,4/25/2011,5/26/2026,0.44,0,0.41,745,35620.12,34935.12,0.363,0,0.0524,0,752,32649.68,34010.08,0.357,0,0.0494,0,737,34777.31,33426.74,0.334,0,0.0474,0,723,34863.17,32516.61,0.342,0,0.0509,0,731,33607.33,32941.83,0.346,0,0.0494,0,723,32039.5,31378.89,0.349,0,0.0519,0
3993,43452,0,32509,93,2,823,3668,4/25/2011,5/10/2021,0.78,1,0.381,826,35220.84,32485.24,0.288,0,0.0504,0,826,32587.95,32923.9,0.266,0,0.0474,0,826,32659.76,31340.18,0.286,0,0.0479,0,786,33033.19,32061.63,0.294,0,0.0504,0,786,32409.94,32727.68,0.266,0,0.0494,0,754,30230.27,31476.88,0.269,0,0.0513,0
3994,44124,0,15441,93,1,856,3673,4/26/2011,5/16/2021,0.307,1,0.099,792,16040.63,16040.63,0.123,0,0.0183,0,789,15420.89,15102.93,0.128,0,0.0185,0,846,14812.09,15123.92,0.133,0,0.0181,0,831,14827.27,16050.14,0.124,0,0.0195,0,807,15128.53,14529.38,0.134,0,0.0185,0,771,14671.94,14671.94,0.134,0,0.0191,0
3995,44089,0,10044,93,1,755,3668,4/27/2011,5/12/2021,0.255,1,0.312,688,11793.59,10670.39,0,0,0.0504,0,723,11586.04,11365.35,0,0,0.0494,0,674,10834.36,11159.39,0,0,0.0474,0,676,10635.05,10847.75,0,0,0.0469,0,733,10016.14,10850.82,0,0,0.0484,0,676,10232.51,10334.84,0,0,0.0504,0
3996,44118,19430,49391,93,2,782,3661,4/28/2011,5/6/2021,0.528,0,0.383,767,27738.77,29454.57,0.417,0,0.0479,0,782,28374.33,28374.33,0.385,0,0.0489,0,730,27860.11,28687.64,0.385,0,0.0474,0,710,27347.56,26535.25,0.421,0,0.0484,0,740,26297.94,27094.85,0.401,0,0.0513,0,731,26833.42,26051.86,0.413,0,0.0465,0
3997,,0,3105,93,2,717,3302,4/27/2011,5/11/2020,0.25,1,0.304,795,4837.73,4837.73,0.052,0,0.0519,0,803,4632.71,4588.17,0.051,0,0.0514,0,835,4013.08,4132.28,0.052,0,0.0529,0,763,3633.81,3563.93,0.05,0,0.0509,0,763,2915.68,2945.74,0.043,0,0.0509,0,795,2594.55,2493.79,0.045,0,0.0509,0
3998,43123,0,61729,93,2,752,3668,5/1/2011,5/16/2021,0.73,1,0.412,760,63020.71,64990.1,0.374,0,0.0513,0,741,67070.89,63201.42,0.394,0,0.0465,0,705,66488.59,66488.59,0.401,0,0.0489,0,688,63400.64,61535.92,0.394,0,0.0494,0,738,60979.34,57930.37,0.314,0,0.0479,0,710,57412.44,58010.49,0.318,0,0.0479,0
3999,44070,0,10318,93,1,778,3668,5/4/2011,5/19/2021,0.163,1,0.172,825,11041.14,11153.81,0.075,0,0.018,0,769,11607.21,11496.67,0.073,0,0.0197,0,785,10733.19,10407.95,0.074,0,0.0187,0,809,10310.08,10628.95,0.069,0,0.018,0,841,10832.02,10727.86,0.068,0,0.0191,0,841,10712.16,10406.1,0.068,0,0.0187,0
4000,46143,0,10088,93,1,835,3667,5/2/2011,5/16/2021,0.317,1,0.317,713,11051.49,10940.98,0.149,0,0.0504,0,760,11073.49,10964.92,0.153,0,0.0493,0,715,10231.05,10337.62,0.15,0,0.0493,0,730,10363.37,10886.77,0.147,0,0.054,0,723,9754.13,10267.51,0.132,0,0.0493,0,708,10071.95,9769.79,0.128,0,0.0499,0
4001,43223,0,36349,1,1,805,5481,5/3/2011,5/5/2026,0.316,1,0.257,704,35353.69,37157.45,0.211,0,0.054,0,694,35651.27,36364.3,0.207,0,0.0534,0,634,34857.84,33801.54,0.211,0,0.054,0,697,35209.94,35562.04,0.214,0,0.0498,0,670,36199.35,35851.28,0.174,0,0.0508,0,700,33835.74,34512.45,0.174,0,0.0508,0
4002,44303,0,42508,93,2,784,5494,5/3/2011,5/18/2026,0.556,0,0.229,767,44542.14,45415.51,0.401,0,0.0499,0,783,43361.89,43361.89,0.443,0,0.0524,0,791,41325.87,41325.87,0.409,0,0.0484,0,775,43165.65,43593.04,0.401,0,0.0524,0,815,40724.74,43270.03,0.439,0,0.0494,0,783,41267.25,40425.06,0.422,0,0.0504,0
4003,44141,118644,98206,93,2,838,3668,5/5/2011,5/20/2021,0.105,0,0.155,767,12028.81,11203.3,0.052,0,0.0203,0,759,11572.28,12035.17,0.051,0,0.0205,0,805,11804.54,11123.51,0.049,0,0.0203,0,782,10795.17,10795.17,0.049,0,0.021,0,774,11124.64,11451.84,0.048,0,0.0218,0,737,10897.9,10256.85,0.047,0,0.0218,0
4004,44319,0,0,,0,670,3668,5/7/2011,5/22/2021,0.403,0,0.481,0,0,0,0,0,0.0697,0,0,0,0,0,0,0.0677,0,0,0,0,0,0,0.0657,0,0,0,0,0,0,0.0697,0,0,0,0,0,0,0.0637,0,0,0,0,0,0,0.0657,0
4005,44129,0,0,,0,779,2581,5/11/2011,6/4/2018,0.342,1,0.392,637,6086.35,6209.31,0.051,0,0.0489,0,684,5505.49,5559.47,0.056,0,0.0479,0,644,5397.54,5505.49,0.056,0,0.0494,0,658,5175.25,4924.02,0.053,0,0.0494,0,698,4479.21,4052.61,0.054,0,0.0484,0,671,4479.21,4180.59,0.053,0,0.0479,0
4006,44714,0,66197,93,1,797,7320,5/9/2011,5/24/2031,0.884,1,0.245,849,72237.33,70112.7,0.701,0,0.0411,0,817,69818.23,71933.93,0.752,0,0.0432,0,801,70918.91,71621.07,0.73,0,0.0424,0,800,66421.25,71315.44,0.73,0,0.0432,0,792,73088.68,66823.94,0.768,0,0.0432,0,841,70692.58,70692.58,0.752,0,0.0407,0
4007,44124,0,76940,2,1,703,7327,5/10/2011,6/1/2031,0.822,1,0.216,471,78673,79484.07,1.183,0,0.051,0,467,81596.97,82404.86,1.218,0,0.049,0,477,83677.93,81264.15,1.206,0,0.051,0,554,82543.88,82543.88,1.218,0,0.05,0,538,83797.86,78211.34,1.04,0,0.049,0,547,80279.71,81869.41,1.072,0,0.0475,0
4008,44312,0,24651,93,1,867,3668,5/10/2011,5/25/2021,0.301,0,0.407,813,26241.77,27312.87,0.127,0,0.0469,0,756,27095.24,27095.24,0.127,0,0.0484,0,828,27120.79,24537.85,0.12,0,0.0465,0,807,24847.04,24086.41,0.123,0,0.0469,0,791,24376.08,23629.87,0.128,0,0.0513,0,827,23174.67,24150.45,0.116,0,0.0474,0
4009,45244,0,19724,93,2,803,5514,5/11/2011,6/15/2026,0.418,1,0.533,781,20592.92,19962.52,0.166,0,0.0509,0,790,21024.4,20612.16,0.175,0,0.0499,0,790,20408.69,20610.75,0.176,0,0.0474,0,794,18914.09,20293.25,0.168,0,0.0499,0,786,19678.76,19871.69,0.179,0,0.0474,0,835,19073.43,18884.58,0.179,0,0.0484,0
4010,44145,13574,61149,93,2,793,3668,5/11/2011,5/26/2021,0.212,0,0.273,789,17452.88,18172.59,0.104,0,0.0181,0,787,18007.21,17477.59,0.11,0,0.0187,0,810,17833.56,17833.56,0.109,0,0.0197,0,770,17314.02,17483.77,0.102,0,0.0181,0,754,15968.15,15968.15,0.11,0,0.018,0,792,16292.78,15478.14,0.109,0,0.0181,0
4011,48178,0,41147,93,1,764,10973,5/11/2011,5/26/2041,0.825,1,0.237,832,40141.2,40141.2,0,0,0.0613,0,787,40487.45,42511.82,0,0,0.0577,0,770,39612.98,41229.84,0,0,0.0595,0,835,41976.02,41168.79,0,0,0.0607,0,835,40294.91,39086.06,0,0,0.0565,0,770,39832.09,41039.12,0,0,0.056,0
4012,44145,325199,59806,93,1,821,5494,5/11/2011,5/26/2026,0.19,0,0.317,780,65259.9,64016.86,0.169,0,0.0498,0,772,63561.12,59858.54,0.153,0,0.0455,0,764,60032.43,58807.28,0.161,0,0.0498,0,764,59595.29,60811.52,0.153,0,0.0465,0,819,58545.09,58545.09,0.155,0,0.0498,0,749,57509.83,62901.37,0.163,0,0.0479,0
4013,46534,0,117453,93,2,765,10978,5/12/2011,6/1/2041,0.859,1,0.297,665,120120.22,115500.21,0.718,0,0.0513,0,693,119914.7,115302.6,0.696,0,0.0469,0,721,109334.28,120843.16,0.696,0,0.0504,0,707,111442.72,117187.19,0.696,0,0.0504,0,735,112380.38,119260.81,0.929,0,0.0474,0,661,116762.28,115617.55,0.957,0,0.0489,0
4014,44830,0,5909,3,1,694,2572,5/11/2011,5/26/2018,0.416,1,0.34,524,8721.42,8389.17,0.077,0,0.0577,0,567,7615.78,7926.62,0.075,0,0.0527,0,556,7087.94,7449.57,0.072,0,0.0555,0,580,6491.84,6826.47,0.074,0,0.0533,0,598,5964.62,6456.54,0.076,0,0.0549,0,588,5379.86,5828.18,0.071,0,0.0549,0
4015,44130,0,24848,93,2,660,3653,5/16/2011,5/16/2021,0.46,1,0.54,758,22072.33,23187.09,0.248,0,0.0548,0,808,22128.69,21690.49,0.256,0,0.0593,0,840,20442.74,22594.6,0.258,0,0.0576,0,792,20072.8,20072.8,0.258,0,0.0582,0,792,19905.32,21356.75,0.195,0,0.0565,0,768,20341.54,19527.88,0.195,0,0.0593,0
4016,44010,0,78758,93,2,850,3661,5/21/2011,5/29/2021,0.404,0,0.161,797,27500.05,27777.83,0.203,0,0.0401,0,782,26403.11,28036.29,0.209,0,0.0385,0,759,26656.81,26923.38,0.191,0,0.0385,0,735,26616.87,26355.92,0.203,0,0.0393,0,735,26549.64,25783.79,0.183,0,0.0389,0,755,26211.08,26211.08,0.181,0,0.0397,0
4017,44405,0,12151,93,1,691,3303,5/17/2011,6/1/2020,0.514,1,0.509,691,13313.95,12299.55,0.254,0,0.0576,0,671,12144.41,12268.34,0.254,0,0.0559,0,719,12585.31,12706.32,0.235,0,0.0559,0,699,12165.11,12047.01,0.242,0,0.0554,0,678,12092.96,11862.61,0.223,0,0.0565,0,671,10887.12,11448.31,0.234,0,0.0537,0
4018,48178,0,36945,93,1,785,10958,5/25/2011,5/25/2041,0.755,1,0.238,856,40950.92,39780.9,0,0,0.0589,0,851,37004.53,38173.1,0,0,0.0632,0,818,40090.48,39701.26,0,0,0.0583,0,826,40394.54,38064.08,0,0,0.0639,0,834,37602.21,40315.78,0,0,0.0608,0,770,40650.92,37553.71,0,0,0.0602,0
4019,44118,0,27296,93,2,849,5479,5/22/2011,5/22/2026,0.456,1,0.196,807,29828.86,28352.18,0.523,0,0.0509,0,792,28152.95,28446.21,0.503,0,0.0504,0,858,29404.7,29695.83,0.518,0,0.0519,0,776,28037.12,28904.25,0.528,0,0.0494,0,776,27542.5,29837.7,0.479,0,0.0499,0,825,27339.83,28194.2,0.469,0,0.0514,0
4020,45013,0,29515,1,2,741,7319,5/25/2011,6/8/2031,0.672,1,0.515,611,29469.34,31899.8,0.559,0,0.076,0,616,29374.7,28769.04,0.532,0,0.071,0,661,31687.97,30480.81,0.505,0,0.0724,0,611,31283.42,30381.01,0.548,0,0.0724,0,604,28775.84,29075.59,0.41,0,0.0702,0,650,29277.27,29874.77,0.401,0,0.076,0
4021,46552,0,0,,0,659,5585,5/24/2011,9/7/2026,0.73,0,0.228,0,0,0,0,717,0.0668,1,0,0,0,0,747,0.0688,1,0,0,0,0,793,0.0642,1,0,0,0,0,856,0.0642,1,0,0,0,0,863,0.0681,1,0,0,0,0,895,0.0688,1
4022,41339,106777,10268,93,1,775,3679,5/25/2011,6/20/2021,0.139,0,0.327,745,10551.03,10874.02,0.073,0,0.0885,0,694,10166.38,10589.98,0.067,0,0.0842,0,737,10295.76,10503.76,0.067,0,0.0902,0,747,9804.66,10213.19,0.071,0,0.0842,0,703,9898.86,9798.87,0.065,0,0.0833,0,747,9837.69,9640.94,0.065,0,0.0885,0
4023,44012,145691,178296,93,2,833,5495,5/25/2011,6/10/2026,0.56,0,0.312,766,107541.88,116598.04,0.377,0,0.0407,0,758,106754.59,112373.25,0.389,0,0.0379,0,728,117105.9,113760.02,0.355,0,0.0407,0,736,111801.99,111801.99,0.366,0,0.0411,0,791,110944.18,108747.26,0.363,0,0.0379,0,760,110095.68,107915.56,0.381,0,0.0403,0
4024,44136,0,22393,93,1,790,3667,6/1/2011,6/15/2021,0.572,0,0.249,810,42480.18,44179.39,0.207,0,0.0493,0,716,38001.51,37639.59,0.211,0,0.0519,0,769,36562.75,33777.02,0.197,0,0.0499,0,736,28186.42,29894.69,0.197,0,0.0535,0,789,22990.02,22547.91,0.199,0,0.0504,0,781,21542.54,21749.68,0.211,0,0.0519,0
4025,44070,0,15416,93,1,803,3681,5/31/2011,6/28/2021,0.26,1,0.443,764,16232.91,15904.97,0.134,0,0.0469,0,764,16114.36,16275.5,0.13,0,0.0509,0,811,16461.65,15353.65,0.134,0,0.0465,0,806,14921.88,15854.49,0.144,0,0.0504,0,760,14645.26,15408.03,0.117,0,0.0499,0,791,15417.27,15716.63,0.119,0,0.0465,0
4026,46555,0,69121,93,3,802,2571,5/30/2011,6/13/2018,0.148,0,0.362,707,3270.34,3139.53,0.03,0,0.0479,0,728,2917.59,3009.73,0.026,0,0.0494,0,707,2868.02,3011.42,0.024,0,0.0484,0,749,2746.47,2773.14,0.024,0,0.0519,0,749,2437.54,2511.4,0.021,0,0.0509,0,713,2279.25,2256.68,0.022,0,0.0504,0
4027,44060,106151,1141,93,1,695,2571,5/31/2011,6/14/2018,0.051,0,0.265,726,1496.92,1422.07,0.009,0,0.0592,0,743,1473.84,1473.84,0.009,0,0.0609,0,750,1347.1,1373.25,0.009,0,0.0563,0,772,1164.38,1249.29,0.009,0,0.0563,0,756,1106.65,1106.65,0.009,0,0.0574,0,732,1061.82,1031.19,0.009,0,0.0592,0
4028,44070,0,73345,93,3,758,5479,6/5/2011,6/5/2026,0.808,1,0.194,729,58957.37,57834.38,0.475,0,0.0403,0,729,56845.17,58517.09,0.462,0,0.0407,0,767,53644.62,56409.8,0.452,0,0.0395,0,767,53783.91,52686.28,0.462,0,0.0387,0,805,54451.92,52273.84,0.483,0,0.0403,0,788,54026.85,52406.04,0.473,0,0.0403,0
4029,49270,0,13247,93,3,831,2571,6/7/2011,6/21/2018,0.124,0,0.407,785,7303.04,8071.78,0.022,0,0.0509,0,787,7511.45,7078.1,0.02,0,0.0489,0,795,6484.51,6552.06,0.02,0,0.0509,0,765,6537.27,6222.98,0.019,0,0.0489,0,813,5523.4,5930.39,0.016,0,0.0499,0,761,5501.47,5394.64,0.016,0,0.0519,0
4030,44515,0,44305,93,2,837,5493,6/13/2011,6/27/2026,0.37,1,0.508,788,16893.98,17068.14,0.232,0,0.0474,0,801,17814.28,17641.33,0.23,0,0.0479,0,841,16484.64,17514.93,0.225,0,0.0504,0,817,17390.4,17560.89,0.221,0,0.0519,0,849,16078.26,16416.75,0.207,0,0.0489,0,763,15961.28,16969.36,0.222,0,0.0489,0
4031,44047,0,65724,93,3,773,3653,6/5/2011,6/5/2021,0.893,1,0.399,652,53582.61,55815.22,0.376,0,0.0509,0,649,54845.61,54845.61,0.376,0,0.0465,0,649,55480.56,56557.85,0.376,0,0.0489,0,635,55531.26,53944.65,0.396,0,0.0484,0,654,51379.07,52936.01,0.396,0,0.0474,0,628,51930.41,48875.68,0.38,0,0.0469,0
4032,44047,0,61968,93,3,706,3653,6/6/2011,6/6/2021,0.153,0,0.395,608,10579.77,10691.14,0.075,0,0.1023,0,611,10746.01,10526.71,0.079,0,0.1013,0,675,11005.48,10358.1,0.071,0,0.0935,0,654,10084.76,10509.38,0.072,0,0.0925,0,660,10124,10854.59,0.072,0,0.0955,0,628,9747.04,10567.84,0.07,0,0.0984,0
4033,44111,0,37471,93,1,757,5493,6/6/2011,6/20/2026,0.859,1,0.184,762,38989.15,40548.72,0.5,0,0.0524,0,747,37943.82,37556.63,0.5,0,0.0479,0,778,37573.94,36807.13,0.536,0,0.0504,0,762,38447.85,37686.51,0.525,0,0.0489,0,770,37409.23,37409.23,0.575,0,0.0479,0,825,37511.03,37886.14,0.526,0,0.0479,0
4034,44905,0,25242,93,2,808,5504,6/7/2011,7/2/2026,0.485,1,0.534,816,27453.01,28002.07,0,0,0.0484,0,768,26446.4,26173.76,0,0,0.0504,0,840,26836.83,25508.28,0,0,0.0519,0,816,27435.35,26907.74,0,0,0.0524,0,840,25397.8,26968.8,0,0,0.0509,0,747,25469.46,26768.92,0,0,0.0474,0
4035,45248,0,14262,93,1,814,5493,6/8/2011,6/22/2026,0.541,0,0.152,833,30500.75,31129.63,0,0,0.0488,0,828,31725,29547.79,0,0,0.0478,0,780,30141.33,32294.28,0,0,0.0478,0,761,15863.06,14630.98,0,0,0.0474,0,801,14244.31,15143.95,0,0,0.0469,0,751,14587.36,14587.36,0,0,0.0478,0
4036,44120,0,8049,93,1,782,3667,6/8/2011,6/22/2021,0.711,1,0.454,813,8298.89,8806.99,0.11,0,0.0418,0,766,8658.63,8492.12,0.111,0,0.0397,0,790,8499.82,8009.44,0.114,0,0.0431,0,792,8099.9,7618.72,0.112,0,0.0393,0,832,8259.32,7944.68,0.123,0,0.0435,0,808,7333.04,8027.75,0.12,0,0.0397,0
4037,46534,0,101487,93,4,715,7334,6/9/2011,7/8/2031,0.62,0,0.223,600,70805.16,67972.95,0,0,0.0594,0,666,72671.81,74082.92,0,0,0.0576,0,646,72401.05,72401.05,0,0,0.0582,0,614,70292.28,73806.89,0,0,0.0618,0,620,66984.47,71171,0,0,0.0624,0,648,66739.43,66044.23,0,0,0.0588,0
4038,44839,0,128587,93,2,685,7319,6/11/2011,6/25/2031,0.718,1,0.512,788,119926.47,124923.41,0.442,0,0.0618,0,811,130699.11,128209.6,0.434,0,0.0624,0,770,120284.38,117804.29,0.421,0,0.0606,0,770,129729.35,119845.21,0.446,0,0.0588,0,852,118153.33,123076.39,0.442,0,0.0594,0,835,127523.66,117714.14,0.456,0,0.0624,0
4039,44118,37845,18111,93,1,747,3670,6/15/2011,7/2/2021,0.273,0,0.201,834,18339.53,19111.72,0.158,0,0.018,0,842,19334.9,18955.78,0.147,0,0.0193,0,810,19349.45,17861.03,0.158,0,0.0189,0,810,18620.23,18985.34,0.147,0,0.0195,0,762,17903.51,18261.58,0.158,0,0.0189,0,794,17903.32,18254.36,0.15,0,0.0181,0
4040,46534,146970,1347,93,2,679,2571,6/18/2011,7/2/2018,0.051,0,0.389,708,1810.23,1756.46,0.012,0,0.0555,0,702,1741.55,1657.01,0.012,0,0.0538,0,682,1652.15,1604.5,0.012,0,0.0583,0,729,1501.03,1456.45,0.013,0,0.0577,0,715,1410.68,1396.85,0.011,0,0.0577,0,648,1266.81,1318,0.012,0,0.0583,0
4041,44126,0,63134,93,3,847,3671,6/16/2011,7/4/2021,0.306,0,0.141,708,68205.24,65504.04,0.22,0,0.0441,0,783,69039.45,66384.09,0.22,0,0.0469,0,768,62616.26,67182.03,0.22,0,0.045,0,738,62788.93,66633.15,0.218,0,0.0445,0,708,61015.62,64160.75,0.216,0,0.0478,0,723,62973.38,61738.61,0.203,0,0.0441,0
4042,46628,0,31552,93,1,813,5495,6/19/2011,7/5/2026,0.693,1,0.421,670,32174.04,30581.27,0,0,0.0685,0,630,31348.12,32614.71,0,0,0.0671,0,656,30208.18,31152.18,0,0,0.0734,0,630,31586.56,30648.34,0,0,0.0706,0,663,30141.45,31073.66,1.661,0,0.0713,0,697,32422.2,32113.42,1.695,0,0.0692,0
4043,44011,0,47560,93,1,837,3675,6/19/2011,7/11/2021,0.515,1,0.233,756,47865.66,48873.35,0.194,0,0.0489,0,824,47553.53,51020.98,0.196,0,0.0513,0,769,49161.54,49648.29,0.206,0,0.0504,0,754,46383.18,47339.53,0.202,0,0.0484,0,816,48359.19,44603.14,0.195,0,0.0465,0,816,47469.02,44703.84,0.19,0,0.0504,0
4044,49091,12085,16359,93,2,819,3667,6/18/2011,7/2/2021,0.848,1,0.23,815,17483.91,16318.31,0.265,0,0.0499,0,769,15879.33,16043.03,0.265,0,0.0465,0,801,16729.63,15764.46,0.254,0,0.0479,0,841,15328.83,16277.01,0.249,0,0.0474,0,769,15361.22,15050.89,0.21,0,0.0469,0,809,14773.84,15839.99,0.224,0,0.0465,0
4045,48183,0,14375,93,2,732,5494,7/18/2011,8/2/2026,0.265,1,0.198,764,14379.25,14966.15,0.094,0,0.0604,0,828,14576.98,14431.21,0.093,0,0.0569,0,772,14912.86,13899.36,0.098,0,0.0552,0,831,14957.11,14381.84,0.093,0,0.0552,0,839,14853.74,13568.32,0.087,0,0.0564,0,779,14042.97,13617.43,0.092,0,0.0546,0
4046,44120,0,0,,0,753,10984,6/20/2011,7/16/2041,0.673,1,0.466,0,0,0,0,0,0.0607,0,0,0,0,0,0,0.0571,0,0,0,0,0,0,0.0589,0,0,0,0,0,0,0.0601,0,0,0,0,0,0,0.0589,0,0,0,0,0,0,0.0613,0
4047,44131,0,8273,93,3,858,3667,6/23/2011,7/7/2021,0.145,0,0.172,788,8915.51,8915.51,0.067,0,0.0157,0,847,8935.59,9391.49,0.065,0,0.0165,0,839,8500.88,8500.88,0.062,0,0.0165,0,807,8515.43,8427.64,0.067,0,0.0151,0,839,8953.03,9039.11,0.061,0,0.0167,0,769,8776.28,8523.12,0.063,0,0.0159,0
4048,43560,132875,25811,93,2,810,3684,6/20/2011,7/21/2021,0.114,0,0.224,798,14380.65,14820.87,0.055,0,0.043,0,774,14567.67,14279.21,0.053,0,0.0421,0,782,14736.89,14878.59,0.054,0,0.0448,0,796,14335.05,13360.82,0.051,0,0.0457,0,828,14208.83,14208.83,0.055,0,0.0457,0,832,13810.12,13139.72,0.052,0,0.0443,0
4049,43420,0,73039,93,2,840,7319,6/21/2011,7/5/2031,0.573,0,0.177,825,62244.92,60414.19,0.553,0,0.0504,0,790,63217.99,63825.86,0.508,0,0.0494,0,774,58723.22,58723.22,0.527,0,0.0469,0,767,60299.46,59093.47,0.541,0,0.0484,0,815,60050.35,61851.86,0.518,0,0.0509,0,767,60406.44,59808.36,0.537,0,0.0469,0
4050,44004,0,64972,93,2,772,10983,6/21/2011,7/16/2041,0.707,1,0.317,754,63199.09,64529.6,0.738,0,0.0577,0,738,67093.71,68422.3,0.76,0,0.0595,0,769,66322.27,68311.94,0.738,0,0.0589,0,747,63576.29,68874.31,0.746,0,0.0618,0,786,65455.99,66117.16,0.657,0,0.0571,0,755,67999.75,64698.79,0.664,0,0.0583,0
4051,43302,0,25514,93,4,839,4397,6/22/2011,7/6/2023,0.408,1,0.235,843,26602.87,28215.17,0.215,0,0.0474,0,787,27905.67,26576.83,0.215,0,0.0489,0,795,27065.5,25226.09,0.211,0,0.0504,0,803,27278.88,26759.29,0.213,0,0.0494,0,803,24907.47,24650.69,0.2,0,0.0484,0,802,26139.31,25885.53,0.192,0,0.0519,0
4052,48103,378874,62268,93,1,722,10977,6/27/2011,7/16/2041,0.115,0,0.358,681,58911.12,61886.43,0.085,0,0.0618,0,693,56449.34,57043.55,0.079,0,0.0577,0,673,60511.01,62290.75,0.08,0,0.0595,0,679,60422.55,61014.92,0.086,0,0.0571,0,666,58549.66,57366.84,0.08,0,0.0577,0,709,59643.95,62006.09,0.085,0,0.0571,0
4053,43413,0,95707,93,3,705,5493,6/22/2011,7/6/2026,0.842,1,0.444,695,93963.68,97722.23,0.542,0,0.0534,0,703,94266.75,94266.75,0.559,0,0.0567,0,753,88978.85,88051.99,0.581,0,0.0518,0,734,92970.62,87447.61,0.547,0,0.0561,0,706,93225.21,88655.34,0.544,0,0.0545,0,731,86217.35,89847.56,0.602,0,0.0567,0
4054,48178,0,38548,93,1,677,7319,6/29/2011,7/13/2031,0.41,1,0.292,642,37177.57,37177.57,0,0,0.065,0,611,37037.87,37419.7,0,0,0.0631,0,642,37658.22,39179.77,0,0,0.0631,0,644,36762.63,37899.62,0,0,0.0638,0,670,36998.33,38886,0,0,0.065,0,677,38130.93,35865.73,0,0,0.0625,0
4055,43420,0,37767,93,1,649,5493,6/25/2011,7/9/2026,0.774,1,0.132,731,37352.26,40432.85,0.467,0,0.054,0,761,37563.71,39480.23,0.444,0,0.0556,0,761,36910.79,36530.27,0.444,0,0.0556,0,720,37401.04,39667.77,0.453,0,0.0567,0,758,37873.38,38998.34,0.464,0,0.0567,0,760,36105.64,37594.53,0.45,0,0.054,0
4056,44105,0,25521,93,1,807,3656,6/29/2011,7/2/2021,0.893,1,0.319,714,26993.56,27555.92,0.615,0,0.0474,0,766,26538.2,26261.76,0.633,0,0.0513,0,714,27163.95,26892.31,0.633,0,0.0509,0,739,27219.37,27753.09,0.603,0,0.0479,0,754,25939.78,26463.82,1.117,0,0.0465,0,761,25976.71,25976.71,1.073,0,0.0465,0
4057,44106,0,3147,5,4,650,2579,6/29/2011,7/21/2018,0.529,1,0.23,451,3267.58,3403.73,0.054,40,0.0597,1,443,3045.26,3014.19,0.053,41,0.0603,1,443,2820.26,2907.48,0.055,11,0.0563,1,467,2868.89,2648.21,0.052,41,0.058,1,448,2508.37,2719.6,0.05,40,0.0592,1,435,2449.91,2630.43,0.055,70,0.0568,1
4058,47957,0,36109,93,2,714,7319,7/2/2011,7/16/2031,0.758,1,0.357,759,37630.86,37999.79,0,0,0.0498,0,734,37855.41,37855.41,0,0,0.0524,0,691,36606.76,34776.42,0,0,0.054,0,726,35371.35,37194.62,0,0,0.0519,0,719,36318,36681.18,0,0,0.055,0,695,34366.51,36537.02,0,0,0.0514,0
4059,43420,81340,13030,93,1,698,5493,7/2/2011,7/16/2026,0.141,0,0.398,660,13752.27,12826.64,0.12,0,0.0606,0,668,12869.9,12869.9,0.12,0,0.063,0,696,13302.46,13302.46,0.117,0,0.057,0,636,12684.93,13073.25,0.119,0,0.06,0,630,13267.25,13138.45,0.12,0,0.0582,0,618,12126.24,12509.17,0.126,0,0.0624,0
